7	43	23	0.0958904109589041	0.589041095890411	0.3150684931506849
11	16	21	0.22916666666666666	0.3333333333333333	0.4375
14	16	24	0.25925925925925924	0.2962962962962963	0.4444444444444444
17	26	26	0.2463768115942029	0.37681159420289856	0.37681159420289856
18	24	28	0.2571428571428571	0.34285714285714286	0.4
14	16	26	0.25	0.2857142857142857	0.4642857142857143
15	37	27	0.189873417721519	0.46835443037974683	0.34177215189873417
16	61	27	0.15384615384615385	0.5865384615384616	0.25961538461538464
20	81	35	0.14705882352941177	0.5955882352941176	0.25735294117647056
18	32	28	0.23076923076923078	0.41025641025641024	0.358974358974359
25	82	33	0.17857142857142858	0.5857142857142857	0.2357142857142857
16	32	29	0.2077922077922078	0.4155844155844156	0.37662337662337664
19	32	25	0.25	0.42105263157894735	0.32894736842105265
10	17	27	0.18518518518518517	0.3148148148148148	0.5
9	15	21	0.2	0.3333333333333333	0.4666666666666667
